review_bucket,dayzer_bus,pano_bus,dayzer_kv,pano_kv,distance_km,name_score,voltage_score,topology_score,composite_score,propagation_score,match_stage,confidence_label,ambiguity_flag,latlon_baseline_pano_bus,graph_aware_pano_bus,review_label,review_notes
medium_confidence,COYOTE_5,COYOTE_W_345KV_1,345,345,10.21594528,0.45,1,0.84,0.7105051048,0.8415636755,propagated,medium,FALSE,DERMOTT_34KV_2,COYOTE_W_345KV_1,-1,
medium_confidence,SALEM,SALEM11_138KV_1,138,138,6.435180334,0.3,1,0.84,0.7104618555,0.8415325359,propagated,medium,FALSE,GTP69_69KV_1,SALEM11_138KV_1,-1,
medium_confidence,BAEZ2A,BAEZ_69KV_1,69,69,12.55166379,0.2823529412,1,0.8,0.6407523946,0.8413417241,propagated,medium,FALSE,RAPTOR_345KV_1,BAEZ_69KV_1,-1,
medium_confidence,BEEVLLE2A,BEEVILLE_69KV_1,69,69,0.4956738723,0.35,1,0.4,0.7101562702,0.8413125145,top_ranked_unpropagated,medium,FALSE,BEEVILLE_69KV_1,BEEVILLE_69KV_1,1,
medium_confidence,CHILSW_1T8,CDHSW_138KV_1,138,138,0.0448627137,0.4152173913,1,0.28,0.7091321613,0.8405751561,propagated,medium,FALSE,CDHSW_13KV_1,CDHSW_138KV_1,1,
medium_confidence,TIEMPO7A,TIEMPO_345KV_1,345,345,6.654846037,0.3272727273,1,0.8,0.7069046603,0.8389713554,propagated,medium,FALSE,S_YGNACI_138KV_1,TIEMPO_345KV_1,-1,
medium_confidence,KRUM_T8,KRMSW_138KV_1,138,138,6.169178835,0.3,1,0.8,0.7053734336,0.8378688722,propagated,medium,FALSE,W_DENT_345KV_1,KRMSW_138KV_1,1,
medium_confidence,VENUS_N5,VENSW_345KV_2,345,345,8.001410925,0.3428571429,1,0.8272727273,0.7022506589,0.8366204744,propagated,medium,FALSE,MDANP_21KV_6,VENSW_345KV_2,1,
medium_confidence,JKCREEK3,JK_CK_12KV_1,12.5,12.5,5.71544181,0.24,1,0.84,0.7034301566,0.8364697128,propagated,medium,FALSE,JK_CK_138KV_1,JK_CK_12KV_1,1,
medium_confidence,SHBA2A,SHBA_69KV_1,69,69,6.467947573,0.2823529412,1,0.8,0.6976941012,0.8323397529,propagated,medium,FALSE,CASCARA_69KV_1,SHBA_69KV_1,1,
medium_confidence,GARNET4A,GARNET_138KV_1,138,138,17.29836821,0.3272727273,1,0.8444444444,0.6270328429,0.8314636469,propagated,medium,FALSE,BRONTE_69KV_1,GARNET_138KV_1,1,
medium_confidence,SAMSW,SAMSW_345KV_1,345,345,16.67164187,0.4166666667,1,0.7067669173,0.6258670835,0.8306243001,propagated,medium,FALSE,ABBOT_69KV_1,SAMSW_345KV_1,1,
