market_constraint,match_source,matched_constraint,confidence,total_score,facility_score,contingency_score,voltage_match,zone_overlap,second_best_score,ambiguous
LLANERCH138 KV  LAN 7TR,dayzer,LLANERCH_138 KV_LAN 7TR:ACTUAL,medium,0.4857,0.5714,0.0,1.0,0.5,0.3429,False
PLEASNT 138 KV PLEASNT -STMARYS STM-PLE,pano,PLEASNT -STMARYS  STM-PLE   A  138 KV,high,0.7269,1.0,0.0,1.0,0.7692,0.7269,True
PLEASNT 138 KV PLEASNT -STMARYS STM-PLE,dayzer,PLEASNT_138 KV_STM-PLE:ACTUAL,medium,0.5694,0.75,0.0,1.0,0.4444,0.5083,False
CROZET_230KV291B_1_LN,pano,CROZET 230KV 291 A,medium,0.45,0.4,1.0,0.0,0.0,0.3929,False
CROZET_230KV291B_1_LN,dayzer,LORE 6_161 KV_LN 4361:345L17102,low,0.1667,0.3333,0.0,0.0,0.0,0.1667,True
BENTONHA-WESTSTRE           A  138 KV,pano,BENTONHA 138KV - WESTSTRE 138KV (BENTONHA 138 KV BEN-WES1),high,0.7457,0.5714,1.0,1.0,0.6,0.6624,False
BENTONHA-WESTSTRE           A  138 KV,dayzer,BENTONHA_138 KV_BEN-WES1:ACTUAL,low,0.3167,0.3333,0.0,1.0,0.0,0.3167,True
7 STATE 345 KV 7 STATE TR82CT XFORMER,pano,7 STATE  TR82CT   XFORMER   H  345 KV,high,0.8119,0.8571,0.6667,1.0,0.6667,0.7667,True
7 STATE 345 KV 7 STATE TR82CT XFORMER,dayzer,7 STATE_345 KV_TR82CT:345L17724,medium,0.4833,0.6667,0.0,1.0,0.0,0.4833,True
BIGPINET_138KVBIG-GAR_1_LN,pano,BIGPINET 138KV - GARRNJCT 138KV (BIGPINET 138 KV BIG-GAR),medium,0.4722,0.4444,1.0,0.0,0.0,0.3611,False
BIGPINET_138KVBIG-GAR_1_LN,dayzer,BIGPINET_138 KV_BIG-GAR:500/230.Keystone.T4,low,0.2222,0.4444,0.0,0.0,0.0,0.2,True
KEENMILL230 KV  266D,pano,CLIFTON 230KV - KEENMILL 230KV (KEENMILL 230 KV 266D),medium,0.5889,0.3333,1.0,1.0,0.2222,0.4286,False
KEENMILL230 KV  266D,dayzer,KEENMILL_230 KV_266D:L230.Loudoun-CubRun-Walney-Dulles.2008,low,0.2611,0.2222,0.0,1.0,0.0,0.1786,True
SHEPLJCT138 KV  SHE-SMI,pano,SMITHTON 138KV - SHEPLJCT 138KV (SHEPLJCT 138 KV SHE-SMI),high,0.7045,0.5,1.0,1.0,0.5455,0.6212,False
SHEPLJCT138 KV  SHE-SMI,dayzer,SHEPLJCT_138 KV_SHE-SMI:ACTUAL,medium,0.4607,0.5714,0.0,1.0,0.25,0.4008,False
COLONIAL 115 KV COL.PIPE-GLENARM1 110511,pano,COL.PIPE-GLENARM1 110511    B  115 KV,medium,0.55,0.6667,0.0,1.0,0.6667,0.5333,True
COLONIAL 115 KV COL.PIPE-GLENARM1 110511,dayzer,COLONIAL_115 KV_COL-GLE1:ACTUAL,medium,0.4786,0.6,0.0,1.0,0.2857,0.4,False
CORSON 69 KV CORSON-COURT 0720,pano,CORSON 69KV - COURT 69KV (CORSON 69 KV COR-COU),high,0.9214,0.8889,1.0,1.0,0.7692,0.7563,False
CORSON 69 KV CORSON-COURT 0720,dayzer,CORSON_69 KV_COR-COU:ACTUAL,medium,0.545,0.75,0.0,1.0,0.2,0.4894,False
BELLSMIL138 KV  BEL-BET4,pano,BELLSMIL 138KV - BETHESDA 138KV (BELLSMIL 138 KV BEL-BET4),medium,0.6944,0.5,1.0,1.0,0.4444,0.5694,False
BELLSMIL138 KV  BEL-BET4,dayzer,BELLSMIL_138 KV_BEL-BET4:ACTUAL,low,0.4357,0.5714,0.0,1.0,0.0,0.3722,False
CLOUD_115KVCLO-KERR_1_LN,pano,KERRDAM 115KV - CLOUD 115KV (CLOUD 115 KV CLO-KERR),low,0.2222,0.4444,0.0,0.0,0.0,0.2222,True
CLOUD_115KVCLO-KERR_1_LN,dayzer,BONDRNT6_345 KV_LN 4692:ACTUAL,low,0.2095,0.2857,0.0,0.0,0.6667,0.2,True
FARMVILL230 KV  TX5,pano,HALIFAX 230 KV  TX5,medium,0.69,0.5,1.0,1.0,0.4,0.6067,False
FARMVILL230 KV  TX5,dayzer,REEVESAV_230 KV_TX5:ACTUAL,low,0.35,0.4,0.0,1.0,0.0,0.35,True
ROXBOROU230 KV  ROX-WHI,pano,WHITPAIN 230KV - ROXBOROU 230KV (ROXBOROU 230 KV ROX-WHI),high,0.7045,0.5,1.0,1.0,0.5455,0.4444,False
ROXBOROU230 KV  ROX-WHI,dayzer,ROXBOROU_230 KV_ROX-WHI:L500.Keeney-RockSprings.5025,low,0.4008,0.4444,0.0,1.0,0.2857,0.3179,False
CLAYTNAE 69 KV CLAYTON AE-WOODSTOWN 0714,pano,CLAYTNAE 69KV - WOODSTOW 69KV (CLAYTNAE 69 KV CLA-WOO),high,0.7,0.5,1.0,1.0,0.5,0.5867,False
CLAYTNAE 69 KV CLAYTON AE-WOODSTOWN 0714,dayzer,CLAYTNAE_69 KV_CLA-WOO:L69.Woodstown-Churchtown.0725,medium,0.4744,0.6154,0.0,1.0,0.1667,0.4381,True
BLMNTDOM230 KV  BEL-COCH,pano,BLMNTDOM 230KV - COCHRANM 230KV (BLMNTDOM 230 KV BEL-COCH),high,0.7045,0.5,1.0,1.0,0.5455,0.526,False
BLMNTDOM230 KV  BEL-COCH,dayzer,BLMNTDOM_230 KV_BEL-COCH:L230.EvergreenMills-YarleyRidge.2209,low,0.4008,0.4444,0.0,1.0,0.2857,0.3786,True
GABLESW 138 KV  GAB-TID,pano,TIDD_AEP 138KV - GABLESW 138KV (GABLESW 138 KV GAB-TID),medium,0.5633,0.6667,0.0,1.0,0.8,0.5561,True
GABLESW 138 KV  GAB-TID,dayzer,GABLESW_138 KV_GAB-TID:ACTUAL,medium,0.6286,0.8571,0.0,1.0,0.5,0.5536,False
REMINGTN115 KV  6A,pano,REMINGTN 115KV - REMNTNCT 115KV (REMINGTN 115 KV 6A),medium,0.6,0.3333,1.0,1.0,0.3333,0.29,False
REMINGTN115 KV  6A,dayzer,REMINGTN_115 KV_6A:L230.Remington-RemingtonCT.2077,low,0.2929,0.2857,0.0,1.0,0.0,0.2,True
AMDEASTN115 KV  AMD-NORW,pano,NORTHWOO 115KV - AMDEASTN 115KV (AMDEASTN 115 KV AMD-NORW),high,0.7045,0.5,1.0,1.0,0.5455,0.5614,False
AMDEASTN115 KV  AMD-NORW,dayzer,GLENDON_115 KV_GLE-NORW:L500.Hosensack-SteelCity.5032,low,0.2897,0.2222,0.0,1.0,0.2857,0.2611,True
MILLBROO138 KV  MIL-SIN1,pano,MILLBROO 138KV - SINKINGS 138KV (MILLBROO 138 KV MIL-SIN1),medium,0.69,0.5,1.0,1.0,0.4,0.565,False
MILLBROO138 KV  MIL-SIN1,dayzer,MILLBROO_138 KV_MIL-SIN1:ACTUAL,low,0.4357,0.5714,0.0,1.0,0.0,0.3722,False
GLASGOW_138KVGLA-KEE_1_LN,pano,KEENEY 138KV - GLASGOW 138KV (GLASGOW 138 KV GLA-KEE),medium,0.4722,0.4444,1.0,0.0,0.0,0.3056,False
GLASGOW_138KVGLA-KEE_1_LN,dayzer,GLASGOW_138 KV_GLA-KEE:ACTUAL,low,0.25,0.5,0.0,0.0,0.0,0.2,True
DICKERSH230 KV  DIC-QUI4,pano,DICKERSH 230KV - QUINCEOR 230KV (DICKERSH 230 KV DIC-QUI4),medium,0.6944,0.5,1.0,1.0,0.4444,0.603,False
DICKERSH230 KV  DIC-QUI4,dayzer,DICKERSH_230 KV_DIC-QUI4:L500.Brighton-Doubs.5055,low,0.3722,0.4444,0.0,1.0,0.0,0.3722,True
CUBRUNDP230 KV  2008B,pano,CUBRUNDP 230KV - WALNEY 230KV (CUBRUNDP 230 KV 2008B),medium,0.5917,0.3333,1.0,1.0,0.25,0.475,False
CUBRUNDP230 KV  2008B,dayzer,CUBRUNDP_230 KV_2008B:L230.Beaumead-Ashburn-PleasantView.274,low,0.275,0.25,0.0,1.0,0.0,0.1833,True
COLONIAL 115 KV COL.PIPE-GLENARM1 110511,pano,COLONIAL115 KV  COL-GLE1,high,0.7376,0.6667,0.8571,1.0,0.4,0.7227,True
COLONIAL 115 KV COL.PIPE-GLENARM1 110511,dayzer,COLONIAL_115 KV_COL-GLE1:ACTUAL,low,0.45,0.6,0.0,1.0,0.0,0.4,True
101 ITAS345 KV  TR82,pano,101 ITAS345 KV  TR82CT-P,low,0.4,0.4,0.0,1.0,0.5,0.3567,True
101 ITAS345 KV  TR82,dayzer,101 ITAS_345 KV_TR82:ACTUAL,low,0.4167,0.4,0.0,1.0,0.6667,0.3667,True
GRACETON_230KVGRA-MANO_1_LN,pano,MANOR 230KV - GRACETON 230KV (GRACETON 230 KV GRA-MANO),medium,0.4944,0.4444,1.0,0.0,0.2222,0.4056,False
GRACETON_230KVGRA-MANO_1_LN,dayzer,GRACETON_230 KV_GRA-MANO:500/230.Conastone.500-4,low,0.25,0.5,0.0,0.0,0.0,0.25,True
PLEASNTV TX3 XFORMER L 230 KV,pano,PLEASNTV TX3      XFORMER   L  230 KV,medium,0.6452,0.8571,0.0,1.0,0.6667,0.55,False
PLEASNTV TX3 XFORMER L 230 KV,dayzer,PLEASNTV_230 KV_TX1:ACTUAL,low,0.2929,0.2857,0.0,1.0,0.0,0.2929,True
MIDWAYTE138 KV  MID-NAO1,pano,MIDWAYTE138 KV  MID-NAO1,high,0.95,1.0,1.0,1.0,0.5,0.7,False
MIDWAYTE138 KV  MID-NAO1,dayzer,BELMONT_138 KV_BEL-MID:ACTUAL,low,0.3179,0.2857,0.0,1.0,0.25,0.3179,True
AQUAHAR_230KVAQU-GAR1_1_LN,pano,AQUAHAR 230KV - GARRSNV 230KV (AQUAHAR 230 KV AQU-GAR1),medium,0.4722,0.4444,1.0,0.0,0.0,0.2937,False
AQUAHAR_230KVAQU-GAR1_1_LN,dayzer,AQUAHAR_230 KV_AQU-GAR1:ACTUAL,low,0.25,0.5,0.0,0.0,0.0,0.2,True
HUNTERST 115 KV HUNTERST-LINCOLN 962,pano,HUNTERST115 KV  HUN-LIN,high,0.835,0.75,1.0,1.0,0.6,0.675,False
HUNTERST 115 KV HUNTERST-LINCOLN 962,dayzer,HUNTERST_115 KV_HUN-RILE:ACTUAL,low,0.3722,0.4444,0.0,1.0,0.0,0.3722,True
HOMERCIT 345 KV HOMERCIT N.AUTO-P XFORMER,pano,HOMERCIT345 KV  N.AUTO-P,high,0.8444,0.8,1.0,1.0,0.4444,0.8087,True
HOMERCIT 345 KV HOMERCIT N.AUTO-P XFORMER,dayzer,HOMERCIT_345 KV_N.AUTO-P:L345.Ashtabula-Perry,medium,0.4827,0.6154,0.0,1.0,0.25,0.4827,True
BRIGHTON_T1_500NO.1TR_XF,pano,BRIGHTON 500KV - BRIGHTON 230KV (BRIGHTON 500 KV NO.1TR),medium,0.45,0.4,1.0,0.0,0.0,0.25,False
BRIGHTON_T1_500NO.1TR_XF,dayzer,BRIGHTON_500 KV_NO.1TR:ACTUAL,low,0.2222,0.4444,0.0,0.0,0.0,0.2222,True
CANALAEP_138KVCAN-GAY1_1_LN,pano,CANALAEP 138KV - GAY 138KV (CANALAEP 138 KV CAN-GAY1),medium,0.4722,0.4444,1.0,0.0,0.0,0.275,False
CANALAEP_138KVCAN-GAY1_1_LN,dayzer,CANALAEP_138 KV_CAN-GAY1:ACTUAL,low,0.25,0.5,0.0,0.0,0.0,0.2,True
COLONIAL 115 KV COL.PIPE-GLENARM1 110511,pano,COLONIAL115 KV  COL-GLE1,high,0.7778,0.6667,1.0,1.0,0.4444,0.7273,False
COLONIAL 115 KV COL.PIPE-GLENARM1 110511,dayzer,COLONIAL_115 KV_COL-GLE1:ACTUAL,low,0.45,0.6,0.0,1.0,0.0,0.4,True
NDELPHOS69 KV   NDE-SDE,pano,NDELPHOS 69KV - SDELPHOS 69KV (NDELPHOS 69 KV NDE-SDE),high,0.7045,0.5,1.0,1.0,0.5455,0.5974,False
NDELPHOS69 KV   NDE-SDE,dayzer,NDELPHOS_69 KV_NDE-SDE:ACTUAL,medium,0.4607,0.5714,0.0,1.0,0.25,0.4008,False
METUCHEN_230KVMET-PIEH_1_LN,pano,PIERSOAV 230KV - METUCHEN 230KV (METUCHEN 230 KV MET-PIEH),low,0.2222,0.4444,0.0,0.0,0.0,0.2,True
METUCHEN_230KVMET-PIEH_1_LN,dayzer,METUCHEN_230 KV_MET-PIEH:ACTUAL,low,0.3,0.5,0.0,0.0,0.5,0.2095,True
TRENTON2138 KV  TRE-COL1,pano,TRENTON2138 KV  TRE-HUT1,medium,0.6833,0.6667,0.5714,1.0,0.5714,0.5958,False
TRENTON2138 KV  TRE-COL1,dayzer,TRENTON2_138 KV_TRE-COL1:ACTUAL,low,0.2857,0.5714,0.0,0.0,0.0,0.25,True
127 MATT 138 KV 127 MATT-6604 6604 2,pano,6604 138KV - 127 MATT 138KV (127 MATT 138 KV 6604 2),high,0.8,0.6667,1.0,1.0,0.6667,0.7551,True
127 MATT 138 KV 127 MATT-6604 6604 2,dayzer,127 MATT 138-6603 138,medium,0.5286,1.0,0.0,0.0,0.2857,0.4833,True
BRIGHTON_T1_500NO.1TR_XF,pano,BRIGHTON 500KV - BRIGHTON 230KV (BRIGHTON 500 KV NO.1TR),medium,0.45,0.4,1.0,0.0,0.0,0.3,False
BRIGHTON_T1_500NO.1TR_XF,dayzer,BRIGHTON_500 KV_NO.1TR:ACTUAL,low,0.2222,0.4444,0.0,0.0,0.0,0.2222,True
PANTEGO 115 KV  PAN-TERR,pano,TERRA 115KV - PANTEGO 115KV (PANTEGO 115 KV PAN-TERR),high,0.8417,0.75,1.0,1.0,0.6667,0.675,False
PANTEGO 115 KV  PAN-TERR,dayzer,PANTEGO_115 KV_PAN-TERR:ACTUAL,medium,0.6008,0.8571,0.0,1.0,0.2222,0.5083,False
MALISZEW_138KVMAL-HYA2_1_LN,pano,MALISZEW 138KV - HYATTCS 138KV (MALISZEW 138 KV MAL-HYA2),medium,0.4722,0.4444,1.0,0.0,0.0,0.3611,False
MALISZEW_138KVMAL-HYA2_1_LN,dayzer,MALISZEW_138 KV_MAL-HYA2:L765.Flatlick-Marysville,low,0.2,0.4,0.0,0.0,0.0,0.1667,True
HAMPSHIR 138 KV HAMSHIR-RIDGELEY,pano,RIDGELEY 138KV - HAMPSHIR 138KV (HAMPSHIR 138 KV HAM-RID),medium,0.5906,0.7273,0.0,1.0,0.7692,0.5906,True
HAMPSHIR 138 KV HAMSHIR-RIDGELEY,dayzer,HAMPSHIR_138 KV_HAM-RID:ACTUAL,medium,0.49,0.6,0.0,1.0,0.4,0.4222,False
FARMERSV-RIDG PN RV 1048 A 115 KV,pano,FARMERSV 115KV - RIDG PN 115KV (FARMERSV 115 KV FAR-RID),high,0.8596,0.7692,1.0,1.0,0.75,0.7763,False
FARMERSV-RIDG PN RV 1048 A 115 KV,dayzer,FARMERSV_115 KV_FAR-RID:ACTUAL,low,0.4394,0.5455,0.0,1.0,0.1667,0.399,True
DARLEYRD_69KVDAR-NAA_1_LN,pano,NAAMANS 69KV - DARLEYRD 69KV (DARLEYRD 69 KV DAR-NAA),medium,0.4722,0.4444,1.0,0.0,0.0,0.3611,False
DARLEYRD_69KVDAR-NAA_1_LN,dayzer,DARLEYRD_69 KV_DAR-NAA:ACTUAL,low,0.25,0.5,0.0,0.0,0.0,0.2222,True
HOOVERSV 230 KV HOOVERSV 3 TX 1 XFORMER,pano,HOOVERSV 3 TX  1  XFORMER   H  230 KV,medium,0.6139,0.75,0.0,1.0,0.8889,0.5405,False
HOOVERSV 230 KV HOOVERSV 3 TX 1 XFORMER,dayzer,HOOVERSV_230 KV_3 TX 1:ACTUAL,medium,0.4929,0.5714,0.0,1.0,0.5714,0.4333,False
CENTECIN69 KV   CEN-RIC,pano,CEN-RIC AEP-CIN TIE         A  69 KV,medium,0.4727,0.5,0.0,1.0,0.7273,0.46,True
CENTECIN69 KV   CEN-RIC,dayzer,CENTECIN_69 KV_CEN-RIC:ACTUAL,medium,0.4929,0.5714,0.0,1.0,0.5714,0.4056,False
ENGLESID69 KV   ENG-MIL1,pano,ENGLESID69 KV   ENG-MIL1,high,0.7071,1.0,0.0,1.0,0.5714,0.3,False
ENGLESID69 KV   ENG-MIL1,dayzer,FACEROCK_69 KV_FAC-MIL1:L69.FaceRock-Manor,low,0.275,0.25,0.0,1.0,0.0,0.19,True
AXTONAEP138 KV  AXT-DAN1,pano,AXTONAEP 138KV - DANVILLE 138KV (AXTONAEP 138 KV AXT-DAN1),medium,0.6944,0.5,1.0,1.0,0.4444,0.44,False
AXTONAEP138 KV  AXT-DAN1,dayzer,AXTONAEP_138 KV_AXT-DAN1:ACTUAL,low,0.4357,0.5714,0.0,1.0,0.0,0.3722,False
VARNRAEP138 KV  VAR-WILM,pano,VARNRAEP 138KV - WILMINGT 138KV (VARNRAEP 138 KV VAR-WILM),medium,0.4545,0.5,0.0,1.0,0.5455,0.1833,False
VARNRAEP138 KV  VAR-WILM,dayzer,VARNRAEP_138 KV_VAR-WILM:ACTUAL,medium,0.4929,0.5714,0.0,1.0,0.5714,0.1833,False
L69 138 KV L69-LICK,pano,L69 138KV - LICK 138KV (L69 138 KV L69-LIC1),medium,0.6357,0.8571,0.0,1.0,0.5714,0.59,True
L69 138 KV L69-LICK,dayzer,L69_138 KV_L69-LIC1:ACTUAL,medium,0.5233,0.6667,0.0,1.0,0.4,0.4,False
ASPENSLR115 KV  ASP-SHAD,pano,SHADEGAP 115KV - ASPENSLR 115KV (ASPENSLR 115 KV ASP-SHAD),high,0.7,0.5,1.0,1.0,0.5,0.5583,False
ASPENSLR115 KV  ASP-SHAD,dayzer,ASPENSLR_115 KV_ASP-SHAD:ACTUAL,medium,0.4579,0.5714,0.0,1.0,0.2222,0.3972,False
KAMMER2 765 KV  400,pano,KAMMER2 765 KV  .200,high,0.7,1.0,0.0,1.0,0.5,0.7,True
KAMMER2 765 KV  400,dayzer,KAMMER2_765 KV_400:ACTUAL,medium,0.55,0.6667,0.0,1.0,0.6667,0.4167,False
ALLENJUN138 KV  ALL-ALLE,pano,ALLENJUN 138KV - ALLENMOD 138KV (ALLENJUN 138 KV ALL-ALLE),high,0.71,0.5,1.0,1.0,0.6,0.5694,False
ALLENJUN138 KV  ALL-ALLE,dayzer,ALLENJUN_138 KV_ALL-ALLE:ACTUAL,medium,0.4643,0.5714,0.0,1.0,0.2857,0.4333,True
BIGPINET138 KV  BIG-GAR,pano,BIGPINET 138KV - GARRNJCT 138KV (BIGPINET 138 KV BIG-GAR),high,0.7045,0.5,1.0,1.0,0.5455,0.7045,True
BIGPINET138 KV  BIG-GAR,dayzer,BIGPINET_138 KV_BIG-GAR:500/230.Keystone.T4,low,0.4286,0.5,0.0,1.0,0.2857,0.4008,True
HAYES_FE345 KV  TR1,pano,HAYES_FE 345KV - HAYES_FE 138KV (HAYES_FE 345 KV TR1),high,0.7,0.5,1.0,1.0,0.5,0.69,True
HAYES_FE345 KV  TR1,dayzer,HAYES_FE_345 KV_TR1:ACTUAL,low,0.4357,0.5714,0.0,1.0,0.0,0.4,True
CALVERT 138 KV  CAL-JAC1,pano,JACKSONR 138KV - CALVERT 138KV (CALVERT 138 KV CAL-JAC1),high,0.8417,0.75,1.0,1.0,0.6667,0.7167,False
CALVERT 138 KV  CAL-JAC1,dayzer,CALVERT_138 KV_CAL-JAC1:L138.SouthBend-TwinBranch,medium,0.4833,0.6667,0.0,1.0,0.0,0.4833,True
ENTRPRIS230 KV  2186A,pano,SHELHORN 230KV - ENTRPRIS 230KV (ENTRPRIS 230 KV 2186A),low,0.35,0.3333,0.0,1.0,0.3333,0.35,True
ENTRPRIS230 KV  2186A,dayzer,ENTRPRIS_230 KV_2186A:ACTUAL,low,0.4,0.4,0.0,1.0,0.5,0.275,False
CHESTNT_115KV1001E_1_LN,pano,CHESTNT 115KV - WHITAKER 115KV (CHESTNT 115 KV 1001E),low,0.3929,0.2857,1.0,0.0,0.0,0.25,False
CHESTNT_115KV1001E_1_LN,dayzer,LORE 6_161 KV_LN 4361:345L17102,low,0.1667,0.3333,0.0,0.0,0.0,0.1667,True
CHEROKE169 KV   CHE-MILT,pano,CHEROKE169 KV   CHE-MILT,high,0.9667,1.0,1.0,1.0,0.6667,0.4194,False
CHEROKE169 KV   CHE-MILT,dayzer,CHESWICK138 KV CHE-EVE0 Belmont-Pleasants #1 line Pleasants #1 gen (AP),low,0.1444,0.2,0.0,0.0,0.4444,0.1444,True
LADYSMCT230 KV  LAD-SUMM,pano,LADYSMCT 230KV - SUMMITDP 230KV (LADYSMCT 230 KV LAD-SUMM),high,0.7,0.5,1.0,1.0,0.5,0.5583,False
LADYSMCT230 KV  LAD-SUMM,dayzer,LADYSMCT_230 KV_LAD-SUMM:L500.Ladysmith-Possum Point.568,low,0.375,0.4,0.0,1.0,0.25,0.375,True
SNOWYCRE_T1_1381_XF,pano,SCADIZ  138 KV  T1_XF,low,0.3333,0.6667,0.0,0.0,0.0,0.3333,True
SNOWYCRE_T1_1381_XF,dayzer,SCADIZ_138 KV_T1_XF:ACTUAL,low,0.3857,0.5714,0.0,0.0,1.0,0.2667,False
SPORNAEP 138 KV SPORNAEP-GAVINAEP,pano,SPORNAEP 138KV - GAVINAEP 138KV (SPORNAEP 138 KV SPO-GAV1),medium,0.63,0.8,0.0,1.0,0.8,0.6227,True
SPORNAEP 138 KV SPORNAEP-GAVINAEP,dayzer,SPORNAEP_138 KV_SPO-GAV1:ACTUAL,medium,0.5119,0.6667,0.0,1.0,0.2857,0.45,False
DOUBS_500KVDOU-GOO_1_LN,pano,DOUBS 500KV - GOOSECRE 500KV (DOUBS 500 KV DOU-GOO),medium,0.4722,0.4444,1.0,0.0,0.0,0.3889,False
DOUBS_500KVDOU-GOO_1_LN,dayzer,DOUBS_500 KV_DOU-GOO:L500.FrontRoyal-Morrisville.541,low,0.2,0.4,0.0,0.0,0.0,0.2,True
JOHNSONM-OTTER B 138 KV,pano,OTTER 138KV - JOHNSONM 138KV (JOHNSONM 138 KV JOH-OTT1),high,0.8727,0.8,1.0,1.0,0.7273,0.7656,False
JOHNSONM-OTTER B 138 KV,dayzer,JOHNSONM_138 KV_JOH-OTT1:765/138.JoshuaFalls.1,medium,0.4833,0.6667,0.0,1.0,0.0,0.4833,True
SKENTON_138KVSKE-WIL1_1_LN,pano,SKENTON 138KV - WILDCREE 138KV (SKENTON 138 KV SKE-WIL1),medium,0.4722,0.4444,1.0,0.0,0.0,0.25,False
SKENTON_138KVSKE-WIL1_1_LN,dayzer,SKENTON_138 KV_SKE-WIL1:L345.EastLima-FostoriaCentral,low,0.2,0.4,0.0,0.0,0.0,0.1429,True
BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT,pano,BUTL APS 138KV - KARNSCIT 138KV (BUTL APS 138 KV BUT-KAR),high,0.8321,0.7143,1.0,1.0,0.75,0.7488,False
BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT,dayzer,BUTL APS_138 KV_BUT-KAR:ACTUAL,medium,0.4885,0.6154,0.0,1.0,0.3077,0.469,True
101 ITAS345 KV  TR82CT-P,pano,101 ITAS345 KV  TR82CT-P,high,0.7,1.0,0.0,1.0,0.5,0.55,False
101 ITAS345 KV  TR82CT-P,dayzer,13 CRAWF_345 KV_TR82CT-P:ACTUAL,medium,0.5024,0.5714,0.0,1.0,0.6667,0.5024,True
11904   138 KV  11904 5,pano,02FAYET 138KV - 02LYONS 138KV (02LYONS 138 KV 02L-02F1),low,0.2,0.0,0.0,1.0,0.5,0.2,True
11904   138 KV  11904 5,dayzer,BERGEN_138 KV_REAC1339:ACTUAL,low,0.2,0.0,0.0,1.0,0.5,0.2,True
COLLIER 138 KV COLLIER-ELWYN Z-62,pano,COLLIER 138KV - ELWYN 138KV (COLLIER 138 KV COL-ELW),medium,0.6333,0.8,0.0,1.0,0.8333,0.6269,True
COLLIER 138 KV COLLIER-ELWYN Z-62,dayzer,COLLIER_138 KV_COL-ELW:L138.Brunot Island-Collier.Z-41,medium,0.5083,0.6667,0.0,1.0,0.25,0.5056,True
3ROCKY 115 KV 3ROCKY -BATTLEBO 123A,pano,3ROCKY 115KV - BATTLEBO 115KV (3ROCKY 115 KV 123A),high,0.8857,0.8571,1.0,1.0,0.5714,0.719,False
3ROCKY 115 KV 3ROCKY -BATTLEBO 123A,dayzer,3ROCKY_115 KV_123A:ACTUAL,medium,0.4833,0.6667,0.0,1.0,0.0,0.4357,True
CENTER-WESTPORT 110552 A 115 KV,pano,WESTPORT 115KV - CENTER 115KV (CENTER 115 KV CEN-WES2),high,0.9111,0.8889,1.0,1.0,0.6667,0.804,False
CENTER-WESTPORT 110552 A 115 KV,dayzer,CENTER 115 KV CEN-WES2 Westport-Center (110551) 115 KV line,high,0.7045,1.0,0.0,1.0,0.5455,0.55,False
HAVILAND69 KV   HAV-NVA,pano,HAVILAND 69KV - NVANWERT 69KV (HAVILAND 69 KV HAV-NVA),medium,0.46,0.5,0.0,1.0,0.6,0.46,True
HAVILAND69 KV   HAV-NVA,dayzer,HAVILAND_69 KV_HAV-NVA:ACTUAL,medium,0.4929,0.5714,0.0,1.0,0.5714,0.4333,False
SIEGFRIE_T5_2305_XF,pano,SIEGFRIE 230KV - SIEGFRIE 138KV (SIEGFRIE 230 KV 5),low,0.4167,0.3333,1.0,0.0,0.0,0.4167,True
SIEGFRIE_T5_2305_XF,dayzer,RIVERSIM_138 KV_T5_XF:ACTUAL,low,0.2857,0.5714,0.0,0.0,0.0,0.25,True
DUBOIS  115 KV  DUB-ROC,pano,ROCKTONM 115KV - DUBOIS 115KV (DUBOIS 115 KV DUB-ROC),high,0.8417,0.75,1.0,1.0,0.6667,0.7,False
DUBOIS  115 KV  DUB-ROC,dayzer,DUBOIS_115 KV_DUB-ROC:ACTUAL,medium,0.6008,0.8571,0.0,1.0,0.2222,0.5083,False
CLOVERD2765 KV  T17,pano,CLOVERD2765 KV  . 10,high,0.8,0.6667,1.0,1.0,0.6667,0.65,False
CLOVERD2765 KV  T17,dayzer,BROADFO2765 KV . 1 VirginiaCity.U1,low,0.2167,0.0,0.0,1.0,0.6667,0.2,True
WAGNER  230 KV  230-2,pano,WAGNER 230KV - WAGNER 115KV (WAGNER 230 KV 230-2),high,0.7167,0.5,1.0,1.0,0.6667,0.7071,True
WAGNER  230 KV  230-2,dayzer,WAGNER_230 KV_230-1:BRNDNSHRS230-WAGNER 115 #2,medium,0.5233,0.6667,0.0,1.0,0.4,0.4833,True
74 KEWAN-PUTN 7404,pano,74 KEWAN 138KV - PUTN 138KV (74 KEWAN 138 KV KEW-PUTN),medium,0.6278,0.6667,1.0,0.0,0.4444,0.475,False
74 KEWAN-PUTN 7404,dayzer,74 KEWAN_138 KV_KEW-PUTN:L138.Corbin-CrescentRidge.98105,low,0.2833,0.5,0.0,0.0,0.3333,0.2556,True
LEEAEP_138KVLEE-ROSE_1_LN,pano,LEEAEP 138KV - ROSEWOOD 138KV (LEEAEP 138 KV LEE-ROSE),low,0.2222,0.4444,0.0,0.0,0.0,0.2,True
LEEAEP_138KVLEE-ROSE_1_LN,dayzer,LEEAEP_138 KV_LEE-ROSE:ACTUAL,low,0.3,0.5,0.0,0.0,0.5,0.2095,True
YORKANA 230 KV  BANK 1,pano,YORKANA 230KV - YORKANA 115KV (YORKANA 230 KV BANK 1),high,0.8222,0.6667,1.0,1.0,0.8889,0.7167,False
YORKANA 230 KV  BANK 1,dayzer,YORKANA_230 KV_3 BANK:ACTUAL,medium,0.5786,0.8,0.0,1.0,0.2857,0.55,True
