market_constraint,match_source,matched_constraint,confidence,total_score,facility_score,contingency_score,voltage_match,zone_overlap,second_best_score,ambiguous
MT.VERNON-W.SALEM 138 KV L/O XENIA-NEWTON 345 KV,pano,Mt.Vernon-W.Salem 138 kV l/o Xenia-Newton 345 kV,high,0.9,1.0,1.0,1.0,0.0,0.8167,False
MT.VERNON-W.SALEM 138 KV L/O XENIA-NEWTON 345 KV,dayzer,E W FKF3_138 KV_EWF-JORD:Mt Vernon-EWFKF3 345 kV,low,0.35,0.4,0.0,1.0,0.0,0.35,True
BAGLEY 230 KV BAGLEY -GRACETON BAG-GRA,pano,GRACETON 230KV - BAGLEY 230KV (BAGLEY 230 KV BAG-GRA),high,0.9278,0.8889,1.0,1.0,0.8333,0.9013,True
BAGLEY 230 KV BAGLEY -GRACETON BAG-GRA,dayzer,BAGLEY_230 KV_BAG-GRA:L230.Graceton-Bagley-RaphaelRoad.2313,medium,0.575,0.8,0.0,1.0,0.25,0.55,True
BAGLEY 230 KV BAGLEY -GRACETON BAG-GRA,pano,BAGLEY  -GRACETON BAG-GRA   B  230 KV,high,0.9769,1.0,1.0,1.0,0.7692,0.9769,True
BAGLEY 230 KV BAGLEY -GRACETON BAG-GRA,dayzer,BAGLEY_230 KV_BAG-GRA:L230.Graceton-Bagley-RaphaelRoad.2313,medium,0.5722,0.8,0.0,1.0,0.2222,0.5472,True
ASHBURN-GOOSECRE 227D       B  230 KV,pano,GOOSECRE 230KV - ASHBURN 230KV (ASHBURN 230 KV ASH-GOOS),high,0.7045,0.5,1.0,1.0,0.5455,0.65,False
ASHBURN-GOOSECRE 227D       B  230 KV,dayzer,ASHBURN_230 KV_TX1:ACTUAL,low,0.3167,0.3333,0.0,1.0,0.0,0.3011,True
MARDELA-VIENNA 6708-1 A 69 KV,pano,VIENNA 69KV - MARDELA 69KV (MARDELA 69 KV MAR-VIE),high,0.9278,0.8889,1.0,1.0,0.8333,0.8513,False
MARDELA-VIENNA 6708-1 A 69 KV,dayzer,MARDELA_69 KV_MAR-VIE:L138.Loretto-Vienna.13780,medium,0.575,0.8,0.0,1.0,0.25,0.5472,True
ELIMA   138 KV  ELI-HAV1,pano,HAVILAND 138KV - ELIMA 138KV (ELIMA 138 KV ELI-HAV1),high,0.835,0.75,1.0,1.0,0.6,0.7517,False
ELIMA   138 KV  ELI-HAV1,dayzer,ELIMA_138 KV_ELI-HAV1:ACTUAL,medium,0.5786,0.8571,0.0,1.0,0.0,0.525,False
FREMNT-FREMONTC A 138 KV,pano,FREMNT 138KV - FREMONTC 138KV (FREMNT 138 KV FRE-FRE1),high,0.9172,0.8889,1.0,1.0,0.7273,0.7505,False
FREMNT-FREMONTC A 138 KV,dayzer,FREMNT_138 KV_FRE-FRE1:ACTUAL,medium,0.525,0.75,0.0,1.0,0.0,0.4833,True
CUSHAW 115 KV CUSHAW -BALCFALL 28A,pano,BALCFALL 115KV - CUSHAW 115KV (CUSHAW 115 KV 28A),medium,0.6452,0.8571,0.0,1.0,0.6667,0.59,False
CUSHAW 115 KV CUSHAW -BALCFALL 28A,dayzer,CUSHAW_115 KV_28A:ACTUAL,medium,0.5167,0.6667,0.0,1.0,0.3333,0.4,False
CUMB PL 230 KV CUMB PL-JUNIATA 2235,pano,JUNIATA 230KV - CUMB PL 230KV (CUMB PL 230 KV CUM-JUN),high,0.9345,0.9091,1.0,1.0,0.8,0.8512,False
CUMB PL 230 KV CUMB PL-JUNIATA 2235,dayzer,CUMB PL_230 KV_CUM-JUN:JUNIATA-DAUPHIN 230 LINE,medium,0.6474,0.9091,0.0,1.0,0.4286,0.6409,True
BUTLER  69 KV   BUT-SHE,pano,SHERMAN 69KV - BUTLER 69KV (BUTLER 69 KV BUT-SHE),high,0.8583,0.75,1.0,1.0,0.8333,0.775,False
BUTLER  69 KV   BUT-SHE,dayzer,BUTLER_69 KV_BUT-SHE:ACTUAL,medium,0.6008,0.8571,0.0,1.0,0.2222,0.55,False
NEWCARLI138 KV  NEW-PLE,pano,NEWCARLI138 KV  NEW-TRA1,medium,0.5405,0.6667,0.0,1.0,0.5714,0.5405,True
NEWCARLI138 KV  NEW-PLE,dayzer,NEWCARLI_138 KV_NEW-PLE:ACTUAL,medium,0.4929,0.5714,0.0,1.0,0.5714,0.4333,False
LENOX 115 KV LENOX-NMESHOPP NML 1090,pano,LENOX-NMESHOPP NML 1090     B  115 KV,high,0.8061,1.0,0.3333,1.0,0.7273,0.7167,False
LENOX 115 KV LENOX-NMESHOPP NML 1090,dayzer,LENOX_115 KV_LEN-NME:Lenox-NMeshopp 1090 & Lackawanna-OXBOW DBL,low,0.35,0.4,0.0,1.0,0.0,0.3167,True
CEDARSUB230 KV CED-WILF,pano,CEDARSUB230 KV  CED-ROSF,high,0.7456,0.6667,0.8889,1.0,0.4,0.7233,True
CEDARSUB230 KV CED-WILF,dayzer,CEDARSUB230 KV CED-WILF Bergen.2CC (2001 STM/2101 CT1/2202 CT2),medium,0.4773,0.5455,0.0,1.0,0.5455,0.4579,True
GRABILL 138 KV GRABILL-ROBISONP,pano,ROBISONP 138KV - GRABILL 138KV (GRABILL 138 KV GRA-ROB1),high,0.7457,0.5714,1.0,1.0,0.6,0.7167,True
GRABILL 138 KV GRABILL-ROBISONP,dayzer,GRABILL_138 KV_GRA-ROB1:ACTUAL,low,0.3167,0.3333,0.0,1.0,0.0,0.275,True
MOUN UGI 230 KV MOUN UGI 3 XFORMER,pano,MOUN UGI230 KV  2,medium,0.5583,0.6667,0.0,1.0,0.75,0.5583,True
MOUN UGI 230 KV MOUN UGI 3 XFORMER,dayzer,MOUN UGI_230 KV_2:ACTUAL,medium,0.4929,0.5714,0.0,1.0,0.5714,0.4929,True
CEDARSUB230 KV CED-WILF,pano,WILLIAM1 230KV - CEDARSUB 230KV (CEDARSUB 230 KV CED-WILF),high,0.71,0.5,1.0,1.0,0.6,0.6944,True
CEDARSUB230 KV CED-WILF,dayzer,CEDARSUB230 KV CED-WILF Bergen.2CC (2001 STM/2101 CT1/2202 CT2),medium,0.4827,0.5455,0.0,1.0,0.6,0.4607,True
HOPECREE230 KV  HOP-SIL,pano,HOPECREE 230KV - SILVERUN 230KV (HOPECREE 230 KV HOP-SIL),high,0.7045,0.5,1.0,1.0,0.5455,0.575,False
HOPECREE230 KV  HOP-SIL,dayzer,HOPECREE_230 KV_HOP-SIL:ACTUAL,medium,0.4607,0.5714,0.0,1.0,0.25,0.4286,True
MERIDIAN345 KV  MER-TWI1,pano,TWINBRAN 345KV - MERIDIAN 345KV (MERIDIAN 345 KV MER-TWI1),medium,0.6944,0.5,1.0,1.0,0.4444,0.6111,False
MERIDIAN345 KV  MER-TWI1,dayzer,MERIDIAN_345 KV_MER-TWI1:L765.Maliszewski-Marysville,low,0.3722,0.4444,0.0,1.0,0.0,0.3722,True
BIGPINET138 KV  BIG-KIS,pano,KISKIVAL 138KV - BIGPINET 138KV (BIGPINET 138 KV BIG-KIS),high,0.71,0.5,1.0,1.0,0.6,0.6743,True
BIGPINET138 KV  BIG-KIS,dayzer,BIGPINET_138 KV_BIG-KIS:ACTUAL,medium,0.4643,0.5714,0.0,1.0,0.2857,0.4333,True
BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT,pano,BUTL APS-KARNSCIT KC-BT     A  138 KV,medium,0.6146,0.7692,0.0,1.0,0.8,0.6146,True
BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT,dayzer,BUTL APS_138 KV_BUT-KAR:ACTUAL,medium,0.5077,0.6154,0.0,1.0,0.5,0.4721,True
LOGTOWN 138 KV  LOG-NDEL,pano,LOGTOWN 138KV - NDELPHOS 138KV (LOGTOWN 138 KV LOG-NDEL),high,0.8417,0.75,1.0,1.0,0.6667,0.7942,True
LOGTOWN 138 KV  LOG-NDEL,dayzer,LOGTOWN_138 KV_LOG-NDEL:ACTUAL,medium,0.6008,0.8571,0.0,1.0,0.2222,0.55,False
KRENDALE 138 KV KRENDALE-SHANORMA KND-BT,pano,SHANORMA 138KV - KRENDALE 138KV (KRENDALE 138 KV KRE-SHA),high,0.8,0.6667,1.0,1.0,0.6667,0.65,False
KRENDALE 138 KV KRENDALE-SHANORMA KND-BT,dayzer,KRENDALE_138 KV_KRE-SHA:ACTUAL,low,0.4394,0.5455,0.0,1.0,0.1667,0.4182,True
EWATERVT138 KV  EAS-WES,pano,WESTSTRE 138KV - EWATERVT 138KV (EWATERVT 138 KV EAS-WES),medium,0.46,0.5,0.0,1.0,0.6,0.46,True
EWATERVT138 KV  EAS-WES,dayzer,EWATERVT_138 KV_EAS-WES:ACTUAL,medium,0.4929,0.5714,0.0,1.0,0.5714,0.4056,False
LACKAWAN-OXBOW ETP 2004 A 230 KV,pano,LACKAWAN 230KV - OXBOW 230KV (LACKAWAN 230 KV LAC-OXB),medium,0.5906,0.7273,0.0,1.0,0.7692,0.5851,True
LACKAWAN-OXBOW ETP 2004 A 230 KV,dayzer,LACKAWAN_230 KV_LAC-OXB:ACTUAL,medium,0.49,0.6,0.0,1.0,0.4,0.4222,False
BAGLEY  230 KV  BAG-RAP5,pano,BAGLEY 230KV - RAPHAERD 230KV (BAGLEY 230 KV BAG-RAP5),high,0.835,0.75,1.0,1.0,0.6,0.7403,False
BAGLEY  230 KV  BAG-RAP5,dayzer,BAGLEY_230 KV_BAG-RAP5:500/230.WaughChapel.500-4,medium,0.5786,0.8571,0.0,1.0,0.0,0.5786,True
REMNTNCT230 KV  299A,pano,MARSHRUN 230KV - REMNTNCT 230KV (REMNTNCT 230 KV 299A),medium,0.5952,0.3333,1.0,1.0,0.2857,0.5119,False
REMNTNCT230 KV  299A,dayzer,REMNTNCT_230 KV_299A:L230.Remington-MarshRun.280,low,0.2929,0.2857,0.0,1.0,0.0,0.2929,True
JORDAN - WFRANKFORT E 138KV L/O JORDAN - MASSAC 345KV,pano,JORD 138KV - E W FKF3 138KV (E W FKF3 138 KV EWF-JORD),medium,0.5538,0.3077,1.0,1.0,0.0,0.4641,False
JORDAN - WFRANKFORT E 138KV L/O JORDAN - MASSAC 345KV,dayzer,E W FKF3_138 KV_EWF-JORD:Jordan- Massac 345kV,low,0.4167,0.5333,0.0,1.0,0.0,0.2833,False
COLLEGEC 138 KV COLLEGEC-COLLINSV,pano,COLLEGEC 138KV - COLLINSV 138KV (COLLEGEC 138 KV COL-COL6),high,0.8727,0.8,1.0,1.0,0.7273,0.7894,False
COLLEGEC 138 KV COLLEGEC-COLLINSV,dayzer,COLLEGEC_138 KV_COL-COL6:ACTUAL,medium,0.4833,0.6667,0.0,1.0,0.0,0.45,True
HARWOOD 230 KV HARWOOD -SUSQUEHA HAR-SUS2,pano,SUSQUEHA 230KV - HARWOOD 230KV (HARWOOD 230 KV HAR-SUS2),high,0.9244,0.8889,1.0,1.0,0.8,0.8887,True
HARWOOD 230 KV HARWOOD -SUSQUEHA HAR-SUS2,dayzer,HARWOOD_230 KV_HAR-SUS2:ACTUAL,medium,0.525,0.75,0.0,1.0,0.0,0.525,True
MAYWOOD 230 KV MAYWOOD-SADDLEBR G-2259,pano,SADDLEBR 230KV - MAYWOOD 230KV (MAYWOOD 230 KV MAY-SAD),medium,0.6333,0.8,0.0,1.0,0.8333,0.6333,True
MAYWOOD 230 KV MAYWOOD-SADDLEBR G-2259,dayzer,MAYWOOD_230 KV_MAY-SAD:ACTUAL,medium,0.5278,0.6667,0.0,1.0,0.4444,0.4667,False
MARDELA-VIENNA 6708-1 A 69 KV,pano,VIENNA 69KV - MARDELA 69KV (MARDELA 69 KV MAR-VIE),high,0.9278,0.8889,1.0,1.0,0.8333,0.8206,False
MARDELA-VIENNA 6708-1 A 69 KV,dayzer,MARDELA_69 KV_MAR-VIE:L138.Loretto-Vienna.13780,medium,0.575,0.8,0.0,1.0,0.25,0.5472,True
KOKOMO - TIPTON W. 230KV L/O NUCOR - CAYUGA 345KV,pano,KOKOMOPS 230KV - TIPTON W 230KV (KOKOMOPS 230 KV KOK-TIP),medium,0.6476,0.4286,1.0,1.0,0.3333,0.5771,False
KOKOMO - TIPTON W. 230KV L/O NUCOR - CAYUGA 345KV,dayzer,CAYUGA2_230 KV_CAY-HILS:L345.Cayuga-Nucor (CIN),low,0.3056,0.2667,0.0,1.0,0.2222,0.3056,True
GREYSPT 115 KV  GRE-HARM,pano,HARMONYV 115KV - GREYSPT 115KV (GREYSPT 115 KV GRE-HARM),high,0.8417,0.75,1.0,1.0,0.6667,0.7045,False
GREYSPT 115 KV  GRE-HARM,dayzer,GREYSPT_115 KV_GRE-HARM:ACTUAL,medium,0.6008,0.8571,0.0,1.0,0.2222,0.5083,False
MAROA -E GOOSECREEK 345 KV L/O WILTON CENTER-DUMONT 765 KV FG,pano,Maroa -E GooseCreek 345 kV l/o Wilton Center-Dumont 765 kV,high,0.8667,0.9333,1.0,1.0,0.0,0.6881,False
MAROA -E GOOSECREEK 345 KV L/O WILTON CENTER-DUMONT 765 KV FG,dayzer,66 E FRN_345 KV_6608:L765.Dumont-Wilton Center.11215,low,0.4357,0.5714,0.0,1.0,0.0,0.4357,True
BRUNNERI 230 KV BRUNNERI-YORKANA 1055,pano,BRUNNERI 230KV - YORKANA 230KV (BRUNNERI 230 KV BRU-YOR),high,0.8769,0.8,1.0,1.0,0.7692,0.8357,True
BRUNNERI 230 KV BRUNNERI-YORKANA 1055,dayzer,BRUNNERI_230 KV_BRU-YOR:500/230.Conastone.500-4,medium,0.5056,0.6667,0.0,1.0,0.2222,0.5033,True
PARADISE-BR TAP 161KV L/O WILSON BR UNIT 1,pano,PARADIS 161KV - BR_TAP 161KV (BR_TAP 161 KV BRT-PAR),medium,0.6308,0.4615,1.0,1.0,0.0,0.5058,False
PARADISE-BR TAP 161KV L/O WILSON BR UNIT 1,dayzer,BR_TAP_161 KV_BRT-PAR:Wilson Unit 1,medium,0.4577,0.6154,0.0,1.0,0.0,0.3808,False
RISING BONDVILL 138 KV L/O RISING SIDNEY 345 KV,pano,RISING 138KV - BONDVIL 138KV (RISING 138 KV 1642),medium,0.5873,0.2857,1.0,1.0,0.4444,0.5373,True
RISING BONDVILL 138 KV L/O RISING SIDNEY 345 KV,dayzer,RISING_138 KV_1642:Sidney-Rising 345 kV,medium,0.4833,0.6667,0.0,1.0,0.0,0.3722,False
MOHOMET - CHAMPTP 138 KV L/O CLINTON-OREANA-GOOSECRK 345 KV,pano,Brokaw-N Leroy 138 kV l/o Clinton-Oreana-GooseCrk 345 kV,medium,0.5827,0.6154,0.5,1.0,0.0,0.5827,True
MOHOMET - CHAMPTP 138 KV L/O CLINTON-OREANA-GOOSECRK 345 KV,dayzer,WEEDMAN3_138 KV_1592 5:Clinton-Oreana-GooseCrk 345 kV,low,0.45,0.6,0.0,1.0,0.0,0.45,True
TRENTON2138 KV  TRE-COL1,pano,TRENTON2138 KV  TRE-HUT1,medium,0.55,0.6667,0.0,1.0,0.6667,0.5405,True
TRENTON2138 KV  TRE-COL1,dayzer,TRENTON2_138 KV_TRE-COL1:ACTUAL,low,0.3257,0.5714,0.0,0.0,0.4,0.25,True
BAGLEY  230 KV  BAG-GRAC,pano,GRACETON 230KV - BAGLEY 230KV (BAGLEY 230 KV BAG-GRAC),high,0.8417,0.75,1.0,1.0,0.6667,0.8417,True
BAGLEY  230 KV  BAG-GRAC,dayzer,BAGLEY_230 KV_BAG-GRAC:500/230.WaughChapel.500-1,medium,0.6036,0.8571,0.0,1.0,0.25,0.6008,True
EASTON-EMUNI 6772 A 69 KV,pano,EASTON 69KV - EMUNI 69KV (EASTON 69 KV EAS-EMU),medium,0.4957,0.5714,0.0,1.0,0.6,0.4957,True
EASTON-EMUNI 6772 A 69 KV,dayzer,EASTON 69-EASTON 138,low,0.3667,0.6667,0.0,0.0,0.3333,0.3452,True
16901   138 KV  16901 Z1,pano,6605    138 KV  6605 Z1,high,0.7,1.0,0.0,1.0,0.5,0.7,True
16901   138 KV  16901 Z1,dayzer,6606_138 KV_6606 Z1:ACTUAL,medium,0.5333,0.6667,0.0,1.0,0.5,0.5333,True
BRAMBLET230 KV  BRA-EVRG,pano,BRAMBLET 230KV - EVRGREEN 230KV (BRAMBLET 230 KV BRA-EVRG),high,0.7045,0.5,1.0,1.0,0.5455,0.6286,False
BRAMBLET230 KV  BRA-EVRG,dayzer,BRAMBLET_230 KV_BRA-EVRG:L230.Brambleton-PolandRoad.2183,low,0.4008,0.4444,0.0,1.0,0.2857,0.4008,True
74 KEWAN B1Z5 DIS              138 KV,pano,74 KEWAN B1Z5 DIS              138 KV,high,0.975,1.0,1.0,1.0,0.75,0.7167,False
74 KEWAN B1Z5 DIS              138 KV,dayzer,74 KEWAN_138 KV_L9430:ACTUAL,low,0.3167,0.3333,0.0,1.0,0.0,0.2929,True
HANOVER 69 KV   HAN-PAR,pano,HANOVER 69KV - PARRISPL 69KV (HANOVER 69 KV HAN-PAR),medium,0.5977,0.75,0.0,1.0,0.7273,0.5977,True
HANOVER 69 KV   HAN-PAR,dayzer,HANOVER_69 KV_HAN-PAR:ACTUAL,medium,0.6286,0.8571,0.0,1.0,0.5,0.5119,False
GRACETON 230 KV GRACETON-SAFEHARB 2303,pano,GRACETON230 KV  GRA-SAF,high,0.7686,0.75,0.6667,1.0,0.7692,0.7517,True
GRACETON 230 KV GRACETON-SAFEHARB 2303,dayzer,GRACETON_230 KV_GRA-MANO:ACTUAL,low,0.3722,0.4444,0.0,1.0,0.0,0.3722,True
DESOTO  138 KV  DES-SEL,pano,DESOTO 138KV - SELMAPAR 138KV (DESOTO 138 KV DES-SEL),high,0.8417,0.75,1.0,1.0,0.6667,0.7583,False
DESOTO  138 KV  DES-SEL,dayzer,DESOTO_138 KV_DES-SEL:ACTUAL,medium,0.6008,0.8571,0.0,1.0,0.2222,0.55,False
VIENNA 230 KV VIENNA AT20 TRANSFORMER,pano,VIENNA  230 KV  AT20,high,0.7738,0.8,0.6667,1.0,0.5714,0.7429,True
VIENNA 230 KV VIENNA AT20 TRANSFORMER,dayzer,PINEYGRO_230 KV_AT20:230/138.Vienna.AT20,medium,0.4833,0.6667,0.0,1.0,0.0,0.4833,True
TURKEY HILL-MASCOUTA 138 KV L/O PRAIRIE STATE-MT VERNON 345 KV,pano,Turkey Hill-Mascouta 138 kV l/o Prairie State-Mt Vernon 345 kV,high,0.9,1.0,1.0,1.0,0.0,0.7529,False
TURKEY HILL-MASCOUTA 138 KV L/O PRAIRIE STATE-MT VERNON 345 KV,dayzer,PRES_138 KV_PRE-TIBB:Prairie State-W Mt. Vernon 345,low,0.4,0.5,0.0,1.0,0.0,0.4,True
DICKERSH 230 KV DICKERSH-DICKERSO 23103,pano,DICKERSH 230KV - DICKERSO 230KV (DICKERSH 230 KV DIC-DIC3),high,0.8727,0.8,1.0,1.0,0.7273,0.7894,False
DICKERSH 230 KV DICKERSH-DICKERSO 23103,dayzer,DICKERSH_230 KV_DIC-DIC3:ACTUAL,medium,0.4833,0.6667,0.0,1.0,0.0,0.45,True
BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT,pano,BUTL APS 138KV - KARNSCIT 138KV (BUTL APS 138 KV BUT-KAR),high,0.8277,0.7143,1.0,1.0,0.7059,0.8013,True
BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT,dayzer,BUTL APS_138 KV_BUT-KAR:ACTUAL,medium,0.4863,0.6154,0.0,1.0,0.2857,0.4665,True
CEDARGRO 230 KV CEDARGRO-JACK PS L-2238,pano,CEDARGRO 230KV - JACK PS 230KV (CEDARGRO 230 KV CED-JAC),medium,0.6524,0.8333,0.0,1.0,0.8571,0.6467,True
CEDARGRO 230 KV CEDARGRO-JACK PS L-2238,dayzer,CEDARGRO_230 KV_CED-JAC:ACTUAL,medium,0.49,0.6,0.0,1.0,0.4,0.4722,True
YORKANA B43 CB  230 KV,pano,YORKANA 230KV - YORKANA 115KV (YORKANA 230 KV BANK 1),medium,0.6,0.2857,1.0,1.0,0.5714,0.5694,True
YORKANA B43 CB  230 KV,dayzer,YORKANA_230 KV_3 BANK:ACTUAL,low,0.3167,0.3333,0.0,1.0,0.0,0.3167,True
LINCOLN 115 KV LINCOLN-STRABAN 998,pano,LINCOLN 115KV - STRABAN 115KV (LINCOLN 115 KV LIN-STR),high,0.9214,0.8889,1.0,1.0,0.7692,0.9214,True
LINCOLN 115 KV LINCOLN-STRABAN 998,dayzer,LINCOLN_115 KV_LIN-STR:ACTUAL,medium,0.545,0.75,0.0,1.0,0.2,0.4722,False
CARL PN-GARDNERS 1049 B 115 KV,pano,GARDNERS 115KV - CARL PN 115KV (CARL PN 115 KV CAR-GAR),high,0.9403,0.9091,1.0,1.0,0.8571,0.8903,False
CARL PN-GARDNERS 1049 B 115 KV,dayzer,CARL PN_115 KV_CAR-GAR:ACTUAL,medium,0.5864,0.8,0.0,1.0,0.3636,0.5746,True
MEHOOPAN115 KV  MEH-NME2,pano,MEHOOPAN 115KV - NMESHOPP 115KV (MEHOOPAN 115 KV MEH-NME2),medium,0.69,0.5,1.0,1.0,0.4,0.4817,False
MEHOOPAN115 KV  MEH-NME2,dayzer,MEHOOPAN_115 KV_MEH-NME2:ACTUAL,low,0.4357,0.5714,0.0,1.0,0.0,0.4,True
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,pano,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),high,0.8208,0.7273,1.0,1.0,0.5714,0.7583,False
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,dayzer,ALLDAM6_138 KV_ALL-KIT:500/230.Deans.500-1,medium,0.4682,0.6,0.0,1.0,0.1818,0.4667,True
GRACETON 230 KV GRACETON-SAFEHARB 2303,pano,GRACETON230 KV  GRA-SAF,high,0.7938,0.75,0.8571,1.0,0.5455,0.7795,True
GRACETON 230 KV GRACETON-SAFEHARB 2303,dayzer,GRACETON_230 KV_GRA-MANO:ACTUAL,low,0.3722,0.4444,0.0,1.0,0.0,0.3722,True
RAMAPO  138 KV  RAM-SMA,pano,RAMAPO 138KV - SMAWA 138KV (RAMAPO 138 KV RAM-SMA),medium,0.5977,0.75,0.0,1.0,0.7273,0.5917,True
RAMAPO  138 KV  RAM-SMA,dayzer,RAMAPO_138 KV_RAM-SMA:ACTUAL,medium,0.6286,0.8571,0.0,1.0,0.5,0.5536,False
CAYUGA-HILSDALEN 230 KV L/O DRESSER-SUGARCREEK 345 KV,pano,CAYUGA2 230KV - 08HILSDN 230KV (CAYUGA2 230 KV CAY-HILS),low,0.42,0.0,1.0,1.0,0.2,0.35,False
CAYUGA-HILSDALEN 230 KV L/O DRESSER-SUGARCREEK 345 KV,dayzer,CAYUGA2_230 KV_CAY-HILS:Dresser-SugarCreek 345 kV,low,0.35,0.4,0.0,1.0,0.0,0.2556,False
VERMILION-TILTON 138 KV L/O BUNSONVILLE-SIDNEY 345 KV,pano,Bunsonville 345/138 l/lo Sidney-Bunsonville 345,medium,0.5,0.5,1.0,0.0,0.0,0.45,False
VERMILION-TILTON 138 KV L/O BUNSONVILLE-SIDNEY 345 KV,dayzer,ROSSVILL_138 KV_ROS-VERM:Bunsonville-Sidney 345 kV,low,0.35,0.4,0.0,1.0,0.0,0.35,True
18 WILL 138 KV 18 WILL -1808 1808 1,pano,18 WILL -1802     1802 1    A  138 KV,high,0.7167,1.0,0.0,1.0,0.6667,0.7167,True
18 WILL 138 KV 18 WILL -1808 1808 1,dayzer,18 WILL_138 KV_0905 4:ACTUAL,medium,0.5233,0.6667,0.0,1.0,0.4,0.5233,True
WEEDMAN_MAHOMET_138_FLO_CLINTON_OREAN,pano,WEEDMAN3 138KV - MAHOMET 138KV (WEEDMAN3 138 KV 1592   4),low,0.4,0.25,1.0,0.0,0.25,0.3833,True
WEEDMAN_MAHOMET_138_FLO_CLINTON_OREAN,dayzer,CHAMBROE_345 KV_TR3:Collier - Clinton (DUQ) 345 KV LINE,low,0.2722,0.2,0.0,1.0,0.2222,0.27,True
GRANT 138 KV GRANT-GREENTO2,pano,GREENTO2 138KV - GRANT 138KV (GRANT 138 KV GRA-GRE1),medium,0.6611,0.8889,0.0,1.0,0.6667,0.6611,True
GRANT 138 KV GRANT-GREENTO2,dayzer,GRANT_138 KV_GRA-GRE1:ACTUAL,medium,0.5536,0.75,0.0,1.0,0.2857,0.45,False
KAMMER2 138 KV KAMMER-NATRIUM,pano,KAMMER2 138 KV  KAM-NAT,medium,0.585,0.75,0.0,1.0,0.6,0.585,True
KAMMER2 138 KV KAMMER-NATRIUM,dayzer,KAMMER2_138 KV_KAM-NAT:ACTUAL,medium,0.5278,0.6667,0.0,1.0,0.4444,0.5083,True
HIGHLAOE138 KV  HIG-COM1,pano,HIGHLAOE 138KV - COMERC 138KV (HIGHLAOE 138 KV HIG-COM1),medium,0.6944,0.5,1.0,1.0,0.4444,0.6275,False
HIGHLAOE138 KV  HIG-COM1,dayzer,HIGHLAOE_138 KV_HIG-COM1:ACTUAL,low,0.4357,0.5714,0.0,1.0,0.0,0.3722,False
HAVILAND138 KV HAV-TIM,pano,HAVILAND138 KV  HAV-TIM,high,0.7881,1.0,0.2857,1.0,0.6667,0.71,False
HAVILAND138 KV HAV-TIM,dayzer,HAVILAND138 KV HAV-TIM Susquehanna.U1 (for TLC),medium,0.51,0.6,0.0,1.0,0.6,0.4607,True
1206    138 KV  1206 4,pano,02FAYET 138KV - 02LYONS 138KV (02LYONS 138 KV 02L-02F1),low,0.2,0.0,0.0,1.0,0.5,0.2,True
1206    138 KV  1206 4,dayzer,BERGEN_138 KV_REAC1339:ACTUAL,low,0.2,0.0,0.0,1.0,0.5,0.2,True
BAGLEY  230 KV  BAG-GRAC,pano,GRACETON 230KV - BAGLEY 230KV (BAGLEY 230 KV BAG-GRAC),high,0.8583,0.75,1.0,1.0,0.8333,0.8226,True
BAGLEY  230 KV  BAG-GRAC,dayzer,BAGLEY_230 KV_BAG-GRAC:500/230.WaughChapel.500-1,medium,0.6036,0.8571,0.0,1.0,0.25,0.6008,True
981 CRES138 KV 7413,pano,461 CRES138 KV  11603 2,medium,0.6786,1.0,0.0,1.0,0.2857,0.6786,True
981 CRES138 KV 7413,dayzer,PINEYGRO138 KV AT2 North Salisbury-Mount Herman (6726) 69 KV line,low,0.1786,0.0,0.0,1.0,0.2857,0.1722,True
DARLEYRD 69 KV DARLEYRD-NAAMANS 6835,pano,NAAMANS 69KV - DARLEYRD 69KV (DARLEYRD 69 KV DAR-NAA),high,0.8833,0.8,1.0,1.0,0.8333,0.7333,False
DARLEYRD 69 KV DARLEYRD-NAAMANS 6835,dayzer,DARLEYRD_69 KV_DAR-NAA:ACTUAL,medium,0.5056,0.6667,0.0,1.0,0.2222,0.475,True
OTTCRKPL230 KV  OTT-YOR,pano,OTTCRKPL230 KV  OTT-SAF,high,0.7778,0.6667,1.0,1.0,0.4444,0.7045,False
OTTCRKPL230 KV  OTT-YOR,dayzer,OTTCRKPL_230 KV_OTT-YOR:500/230.Conastone.500-4,medium,0.4643,0.5714,0.0,1.0,0.2857,0.4008,False
CONASTON 230 KV CON-GRAC,pano,CONASTON 230KV - GRACETON 230KV (CONASTON 230 KV CON-GRAC),high,0.8167,0.6667,1.0,1.0,0.8333,0.8052,True
CONASTON 230 KV CON-GRAC,dayzer,CONASTON_230 KV_CON-GRAC:500/230.WaughChapel.500-4,medium,0.55,0.75,0.0,1.0,0.25,0.5472,True
DEQUINE 345 KV  DEQ-FOWJ,pano,FOWLERJC 345KV - DEQUINE 345KV (DEQUINE 345 KV DEQ-FOWJ),medium,0.5917,0.75,0.0,1.0,0.6667,0.4545,False
DEQUINE 345 KV  DEQ-FOWJ,dayzer,DEQUINE_345 KV_DEQ-FOWJ:ACTUAL,medium,0.6286,0.8571,0.0,1.0,0.5,0.4643,False
