bus_id,zone_name,timestamp,date,he,actual_pd,p10,p50,p90,interval_width,covered_p10_p90,peak_load_flag
CTZ_138KV_1,COAS,2022-04-01 02:00:00,2022-04-01,3,593.82,409.92348554885325,532.3442609362215,600.4146384554535,190.4911529066003,True,True
CVN_138KV_1,COAS,2022-04-01 02:00:00,2022-04-01,3,90.147,82.21900278827933,86.67101803005463,94.90248605127451,12.683483262995182,True,False
DOWGEN_138KV_16,COAS,2022-04-01 02:00:00,2022-04-01,3,183.376,140.5471993678597,155.0207311037827,200.78635701689296,60.239157649033274,True,False
DUN_138KV_1,COAS,2022-04-01 02:00:00,2022-04-01,3,87.17,79.33018757996798,84.1204343238599,91.34563367613183,12.015446096163842,True,False
FL_138KV_1,COAS,2022-04-01 02:00:00,2022-04-01,3,54.96,51.558089887610684,56.30639584397012,74.56542756239061,23.007337674779926,True,False
FZ_138KV_1,COAS,2022-04-01 02:00:00,2022-04-01,3,64.208,62.06020002810492,65.78226876853778,84.23852212766276,22.17832209955784,True,False
GN_138KV_1,COAS,2022-04-01 02:00:00,2022-04-01,3,97.907,89.33530770448193,94.46287096611765,100.56571141716599,11.230403712684051,True,False
HAT_138KV_1,COAS,2022-04-01 02:00:00,2022-04-01,3,81.004,75.60032671482737,79.22564152538342,89.38711773544883,13.78679102062145,True,False
MAR_138KV_1,COAS,2022-04-01 02:00:00,2022-04-01,3,49.857,48.82772007699294,51.10543755387968,74.7030443414636,25.875324264470656,True,False
RNG_138KV_1,COAS,2022-04-01 02:00:00,2022-04-01,3,87.914,80.62640120465002,84.32591306184162,91.60535417004597,10.978952965395948,True,False
SPW_138KV_1,COAS,2022-04-01 02:00:00,2022-04-01,3,71.331,67.28953680366268,70.92655747885003,86.7566845224953,19.46714771883262,True,False
WF_138KV_1,COAS,2022-04-01 02:00:00,2022-04-01,3,66.441,63.81753562040397,66.79265630396252,85.2087111280449,21.391175507640924,True,False
